9.72
24.53
47.25
47.15
57.94
72.38
79.68
82.5
84.36
85.54
86.56
87.33
87.88
88.51
88.93
89.21
89.54
89.8
90.07
90.28
90.43
90.63
90.77
90.78
90.85
90.92
91.03
91.15
91.22
91.29
91.24
